WO,"District
","Ward
","Date
","Shift
","Supervisor
",# Staff OR Contracted Crew,"Hours Worked
",# of Equipment (Dump Trucks),In-House/ Contractor (RAW),"Dump Truck Provider 
Contractor",Location,From ,To,"Type (Road Class/ School, Bridge)
","Equip. Method
","# Loads
","Tonnes 
(auto-populates)
","One Side/ Both Sides
","# Km
",Snow Dumped Site,__submission_id
,NY,16,25-Feb-25,Day - 6:30am-6:30pm,P. Grande,PG Crew 1,,,In-House / A2,,Eglinton Ave,"Wynford Dr, E of",,Bridge,FEL w/Claw,15,150.0,N/S Side,1,Transit,
,NY,16,25-Feb-25,Day - 6:30am-6:30pm,P. Grande,PG Crew 1,,,In-House / A2,,Eglinton Ave,"Victoria Park Ave, W of",,Bridge,FEL w/Claw,6,60.0,N Side,0.05,Transit,
,NY,16,25-Feb-25,Day - 6:30am-6:30pm,P. Grande,PG Crew 1,,,In-House / A2,,Don Mills Rd - SB,York Mills Rd,Kern Rd,Arterial,FEL w/Claw,19,190.0,W Side,0.605,Transit,
,TEY,12,4-Mar-25,Night - 6:30pm-6:30am,J. Disli,TOA2-3 - Crew 2,,,TOA2-3,,Hillsdale Ave E,Yonge St,Mt Pleasant Rd,Local,Tractor w/Blower,,0.0,Both ,1.448,Transit,
,NY,15,5-Mar-25,Night - 6:30pm-6:30am,Joe Disli,TOA2-3 - Crew 2,12,,TOA2-3,,Taunton Rd,Eglinton Ave E,Soudan Ave,Local,FEL w/Blower,,0.0,Both,0.532,Transit,
,NY,15,5-Mar-25,Night - 6:30pm-6:30am,Joe Disli,TOA2-3 - Crew 2,,,TOA2-3,,Falcon St,Eglinton Ave E,Soudan Ave,Local,FEL w/Blower,,0.0,Both,0.528,Transit,
,NY,15,5-Mar-25,Night - 6:30pm-6:30am,Joe Disli,TOA2-3 - Crew 2,,,TOA2-3,,Forman Ave,Eglinton Ave E,Balliol St,Local,FEL w/Blower,,0.0,Both,2.2,Transit,
,NY,15,6-Mar-25,Day - 6:30am-6:30pm,J. Disli,TOA2-3 - Crew 2,12,,TOA2-3,,McBain Ave,#2 McBain Ave (S End),N End,Local,Tractor w/Blower,,0.0,Both,0.292,Transit,
,NY,15,6-Mar-25,Day - 6:30am-6:30pm,J. Disli,TOA2-3 - Crew 2,,,TOA2-3,,Rawlinson Ave,Broadway Ave,Roehampton Ave,Local,Tractor w/Blower,,0.0,Both,0.34,Transit,
,NY,15,6-Mar-25,Night - 6:30pm-6:30am,P. Grande,TOA2-3 - Crew 2,12,,TOA2-3,,Petman Ave,Eglinton Ave E,Soudan Ave,Local,FEL w/Bucket,,0.0,Both,0.53,Transit ,
,NY,15,6-Mar-25,Night - 6:30pm-6:30am,P. Grande,TOA2-3 - Crew 2,,,TOA2-3,,Marmot St,Eglinton Ave E,Soudan Ave,Local,FEL w/Bucket,,0.0,Both,0.526,Transit ,
,EY,8,25-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 1 (7),12,5.0,In-House / A2,,Edith Dr - NB,Eglinton Ave,Montgomery Ave,Local,FEL w/Claw,12,,East side,0.304,Transit,
,EY,8,25-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 1 (7),,,In-House / A2,,Montgomery Ave,Edith Dr,Yonge St,Local,FEL w/Claw,12,,Both Sides,0.762,Transit,
,EY,2,25-Feb-25,Day - 6:30am-6:30pm,B. Robinson,BR Crew 1 (6),12,4.0,In-House / A2,,Martin Grove Rd,Rathburn Rd,Agatha Rd,Bridge/Arterial ,Loader w/Claw,16,160.0,Both,1.604,New Toronto,
,EY,2,25-Feb-25,Day - 6:30am-6:30pm,E. Moniz,EM Crew 1 (8),12,6.0,In-House / A2,,Kipling Ave,Rathburn Rd,Burnhamthorpe Rd,Bridge/Arterial ,Loader w/Blower,20,200.0,One ,1.02,New Toronto,
,EY,2,25-Feb-25,Day - 6:30am-6:30pm,E. Moniz,,,,In-House / A2,,Rathburn Rd,Kipling Ave,Martin Grove Rd,Bridge/Arterial ,Loader w/Blower,11,110.0,Both,1.978,New Toronto,
,EY,3,25-Feb-25,Day - 6:30am-6:30pm,E. Moniz,,,,In-House / A2,,Dundas Rd,Over Humber River ,,Bridge,Loader w/Blower,8,80.0,One ,0.1,New Toronto,
,EY,2,25-Feb-25,Day - 6:30am-2:30pm,E. Moniz,,,,In-House / A2,,60 Mulgrove Dr,Sightline at Driveway.,,Pile at intersection,Backhoe,1,10.0,,0.02,New Toronto,
,EY,3,25-Feb-25,Day - 6:30am-2:30pm,E. Moniz,,,,In-House / A2,,95 Mimico Ave,John English School,,School,Backhoe,1,10.0,,0.01,New Toronto,
,EY,3,25-Feb-25,Day - 6:30am-2:30pm,E. Moniz,,,,In-House / A2,,32 Victoria St,David Hornell School,,School ,Backhoe,0.5,5.0,,0.01,New Toronto,
,NY,15,6-Mar-25,Night - 6:30pm-6:30am,P. Grande,TOA2-3 - Crew 2,,,TOA2-3,,Gresham Rd,Manor Rd E,Belsize Dr,Local,FEL w/Blower,,0.0,Both,0.416,Transit ,
,NY,15,6-Mar-25,Night - 6:30pm-6:30am,P. Grande,TOA2-3 - Crew 2,,,TOA2-3,,Cleveland St,Soudan Ave,Hillsdale,Local,FEL w/Blower,,0.0,Both,0.2,Transit ,
,TEY,12,7-Mar-25,Day - 6:00am-6:00pm,J. Disli,TOA2-3 - Crew 2,12,,TOA2-3,,Glenholme Ave,Eglinton Ave W,Rogers Rd,Collector/Local,Tractor w/Blower,,0.0,Both,2.36,Transit,
,TEY,12,7-Mar-25,Day - 6:00am-6:00pm,J. Disli,TOA2-3 - Crew 2,,,TOA2-3,,Amherst Ave,Westmount Ave,Oakwood Ave,Local,Tractor w/Blower,,0.0,Both,1.124,Transit,
,TEY,12,7-Mar-25,Day - 6:00am-6:00pm,J. Disli,TOA2-3 - Crew 2,,,TOA2-3,,Martin St,Dufferin St,Westmount Ave,Local,Tractor w/Blower,,0.0,Both,0.17,Transit,
,TEY,12,7-Mar-25,Day - 6:00am-6:00pm,J. Disli,TOA2-3 - Crew 2,,,TOA2-3,,Ashbury Ave,Glenholme Ave,Oakwood Ave,Local,Tractor w/Blower,,0.0,Both,0.518,Transit,
,TEY,12,7-Mar-25,Day - 6:00am-6:00pm,J. Disli,TOA2-3 - Crew 2,,,TOA2-3,,Jesmond Ave,Glenholme Ave,Vaughan Rd,Local,Tractor w/Blower,,0.0,Both,1.06,Transit,
,TEY,12,7-Mar-25,Day - 6:00am-6:00pm,J. Disli,TOA2-3 - Crew 2,,,TOA2-3,,Genessee Ave,Westmount Ave,Glenholme Ave,Local,Tractor w/Blower,,0.0,Both,0.592,Transit,
,TEY,12,7-Mar-25,Day - 6:00am-6:00pm,J. Disli,TOA2-3 - Crew 2,,,TOA2-3,,Hanson Rd,Glenholme Ave,Oakwood Ave,Local,Tractor w/Blower,,0.0,Both,0.494,Transit,
,NY,15,7-Mar-25,Night - 6:00pm-6:00am,P. Grande,TOA2-3 - Crew 2,12,,TOA2-3,,Banff Rd,Eglinton Ave E,Soudan Ave,Local,FEL w/Bucket,,0.0,Both,0.524,Transit,
,NY,15,7-Mar-25,Night - 6:00pm-6:00am,P. Grande,TOA2-3 - Crew 2,,,TOA2-3,,Cleveland St,Eglinton Ave E,(Soudan Ave) not to Merton St,Collector/Local,FEL w/Bucket,,0.0,Both,0.508,Transit,
,NY,15,7-Mar-25,Night - 6:00pm-6:00am,P. Grande,TOA2-3 - Crew 2,,,TOA2-3,,Hoyle Ave,Eglinton Ave E,Soudan Ave,Local,FEL w/Bucket,,0.0,Both,0.526,Transit,
,NY,15,7-Mar-25,Night - 6:00pm-6:00am,P. Grande,TOA2-3 - Crew 2,,,TOA2-3,,Mann Ave,Eglinton Ave E,Soudan Ave,Local,FEL w/Bucket,,0.0,Both,0.526,Transit,
,NY,15,7-Mar-25,Night - 6:00pm-6:00am,P. Grande,TOA2-3 - Crew 2,,,TOA2-3,,Bruce Park Ave,Roehampton Ave,Eglinton Ave,Local,FEL w/Bucket,,0.0,Both,0.226,Transit,
,NY,8,8-Mar-25,Day - 6:00am-6:00pm,J. Disli,TOA2-3 - Crew 2,12,,TOA2-3,,Hopewell Ave,Dufferin St,Marlee Ave,Local,Tractor w/Blower,,0.0,Both,1.776,Transit,
,NY,8,8-Mar-25,Day - 6:00am-6:00pm,J. Disli,TOA2-3 - Crew 2,,,TOA2-3,,Whitmore Ave,Dufferin St,Marlee Ave,Local,Tractor w/Blower,,0.0,Both,1.792,Transit,
,NY,8,8-Mar-25,Day - 6:00am-6:00pm,J. Disli,TOA2-3 - Crew 2,,,TOA2-3,,Belgravia Ave,Dufferin St,Marlee Ave,Local,Tractor w/Blower,,0.0,Both,1.81,Transit,
,TEY,9,20-Feb-25,Day - 6:00am-7:00pm,J. Pezzente,TOA2-4 - Crew,,,TOA2-4,,Oakwood Ave - SB,Vaughan Rd (Rogers Rd),St Clair Ave W,Arterial,Tractor w/Blower,,0.0,W,0.861,Transit,
,TEY,9,20-Feb-25,Day - 6:00am-7:00pm,J. Pezzente,TOA2-4 - Crew,,,TOA2-4,,Oakwood Ave - NB,St Clair Ave W,Glenhurst Ave,Arterial,Tractor w/Blower,,0.0,E,0.234,Transit,
,TEY,"5, 9",20-Feb-25,Day - 6:00am-7:00pm,J. Pezzente,TOA2-4 - Crew,12,5.0,TOA2-4,,Rogers Rd - WB,Sellers Ave (Silverthorn Ave),Old Weston Rd,Arterial,Tractor w/Blower,80,800.0,N,0.345,Transit,
,TEY,"5, 9",20-Feb-25,Day - 6:00am-7:00pm,J. Pezzente,TOA2-4 - Crew,,,TOA2-4,,Rogers Rd - EB,Kane Ave,Silverthorn Ave,Arterial,Tractor w/Blower,,0.0,S,0.263,Transit,
,TEY,"9, 12",19-Feb-25,Day - 6:30am-6:30pm,J. Pezzente,TOA2-4 - Crew 1,12,5.0,TOA2-4,,Oakwood Ave,Eglinton Ave W,Vaughan Rd,Arterial,Tractor w/Blower,56,560.0,W Side,2.04,Transit,
,TEY,12,19-Feb-25,Night - 6:30pm-6:30am,M. Pokrajac ,TOA2-4 - Crew 1,12,5.0,TOA2-4,,Oakwood Ave,Vaughan Rd,Rogers Rd,Arterial,Tractor w/Blower,100,1000.0,W,0.619,Transit,
,TEY,9,19-Feb-25,Night - 6:30pm-6:30am,M. Pokrajac ,TOA2-4 - Crew 1,,,TOA2-4,,Rogers Rd,Sellers Ave,Silverthorn Ave,Arterial,Tractor w/Blower,,0.0,N,1.35,Transit,
,TEY,12,20-Feb-25,Night - 6:30pm-6:30am,M. Pokrajac ,TOA2-4 - Crew 1,12,5.0,TOA2-4,,Oakwood Ave - SB,Vaughan Rd,Rogers Rd,Arterial,Tractor w/Blower,100,1000.0,W,0.619,Transit,
,TEY,"5, 9",20-Feb-25,Night - 6:30pm-6:30am,M. Pokrajac ,TOA2-4 - Crew 1,,,TOA2-4,,Rogers Rd - WB,Sellers Ave,Silverthorn Ave,Arterial,Tractor w/Blower,,0.0,N,1.35,Transit,
,TEY,9,20-Feb-25,Night - 7:00pm-7:00am,M. Pokrajac ,TOA2-4 - Crew 1,,,TOA2-4,,Oakwood Ave - NB,Glenhurst Ave west side,291 Oakwood Ave east,Arterial,Tractor w/Blower,30,300.0,E,0.321,Transit,
,"EY, TEY","5, 9",21-Feb-25,Day - 7:00am-7:00pm,J. Pezzente,TOA2-4 - Crew 1,12,5.0,TOA2-4,,Rogers Rd - EB,Silverthorn Ave,Boon Ave,Arterial,Tractor w/Blower,70,700.0,S,1.16,Transit,
,TEY,12,21-Feb-25,Night - 7:00pm-7:00am,M. Pokrajac ,TOA2-4 - Crew 1,12,5.0,TOA2-4,,Oakwood Ave - NB,Amherst Ave,Eglinton Ave,Arterial,Tractor w/Blower,52,520.0,East ,0.662,Transit,
,NY,17,26-Feb-25,Day - 6:30am-6:30pm,P. Grande,PG Crew 1,9,16.0,In-House / A2,,Finch Ave E,Hwy 404,,Bridge,FEL w/Blower,20,0.79,N/S Side,0.79,Transit,
,NY,17,26-Feb-25,Day - 6:30am-6:30pm,P. Grande,PG Crew 1,,,In-House / A2,,Don Mills Rd,Finch Ave,Sheppard Ave,Road,FEL w/Blower,63,630.0,N/S Side,4.162,Transit,
,EY,8,26-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),3,5.0,In-House / A2,,10 FLEMINGTON RD,FLEMINGTON PUBLIC SCHOOL,,School,FEL w/Claw,2,20.0,,0.01,Transit,
,EY,8,26-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),,,In-House / A2,,50 CLAVER AVE,ST CHARLES CATHOLIC ELEMENTARY SCHOOL,,School,FEL w/Claw,1,10.0,,0.01,Transit,
,EY,8,26-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),,,In-House / A2,,70 PLAYFAIR AVE,REGINA MUNDI CATHOLIC ELEMENTARY SCHOOL,,School,FEL w/Claw,1,10.0,,,Transit,
,EY,8,26-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),,,In-House / A2,,26 JOYCE PKWY,JOYCE PUBLIC SCHOOL,,School,FEL w/Claw,2,20.0,,,Transit,
,EY,8,26-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 1 (7),3,5.0,In-House / A2,,Roselawn Ave - WB,Yonge St ,Duplex Ave,Collector,FEL w/Blower,5,50.0,North side,0.138,Transit,
,EY,8,26-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 1 (7),,,In-House / A2,,Roselawn Ave,Duplex Ave ,Edith Dr,Collector,FEL w/Blower,5,50.0,Both Sides,0.516,Transit,
,EY,8,26-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 1 (7),,,In-House / A2,,Helendale Ave,Duplex Ave ,Edith Dr,Local,FEL w/Blower,4,40.0,Both Sides,0.424,Transit,
,EY,5,22-Feb-25,Day - 7:00am-7:00pm,J. Pezzente,TOA2-4 - Crew 1,12,5.0,TOA2-4,,Scott Rd,Eglinton Ave W,Rogers Rd,Local,Tractor w/Blower,93,930.0,"E,W",1.926,Transit,
,EY,5,22-Feb-25,Day - 7:00am-7:00pm,J. Pezzente,TOA2-4 - Crew 1,12,5.0,TOA2-4,,Silverthorn Ave,Cameron Ave,Rogers Rd,Local,Tractor w/Blower,,0.0,"E,W",1.9,Transit,
,EY,5,22-Feb-25,Day - 7:00am-7:00pm,J. Pezzente,TOA2-4 - Crew 1,12,5.0,TOA2-4,,Rosethorn Ave,Kersdale Ave,Rogers Rd,Local,Tractor w/Blower,,0.0,"E,W",0.306,Transit,
,EY,5,22-Feb-25,Day - 7:00am-7:00pm,J. Pezzente,TOA2-4 - Crew 1,12,5.0,TOA2-4,,Cameron Ave,Keele St,Kane Ave,Local,Tractor w/Blower,,0.0,"N,S",0.764,Transit,
,EY,3,26-Feb-25,Day - 6:30am-2:30pm,E. Moniz,EM Crew 1 (9),8,4.0,In-House / A2,,Dundas St,Over Humber River ,,Bridge,FELw/Claw,5,50.0,S Side,0.1,New Toronto,
,EY,3,26-Feb-25,Day - 6:30am-6:30pm,B. Robinson,BR Crew 1 (10),6,4.0,In-House / A2,,Old Mill Trl,Old Mill Rd,Bloor St,Local,FELw/Claw,13,130.0,W Side,0.177,New Toronto,
,EY,2,26-Feb-25,Day - 6:30am-6:30pm,B. Robinson,BR Crew 1 (10),,,In-House / A2,,Martin Grove Bridge ,Over Mimico Creek ,,Bridge,FELw/Claw,4,40.0,W Side,0.072,New Toronto,
,EY,8,27-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 1 (7),12,5.0,In-House / A2,,Duplex Ave - NB,Montgomery Ave,St Clements Ave,Arterial,FEL W/Blower,5,50.0,East Side,0.352,Transit,
,EY,8,27-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 1 (7),,,In-House / A2,,Castlefield Ave ,Duplex Ave ,Yonge St,Collector,FEL W/Blower,3,30.0,Both,0.276,Transit,
,EY,8,27-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 1 (7),,,In-House / A2,,240 Manor Rd,,,Voting location,FEL W/Blower,2,20.0,,0.01,Transit,
,TEY,9,22-Feb-25,Night - 7:00pm-7:00am,M. Pokrajac ,TOA2-4 - Crew 1,12,5.0,TOA2-4,,St Clair Ave - EB,Caledonia Rd,Northcliffe Blvd,Arterial,Tractor w/Blower,50,500.0,S,1.15,Transit,
,EY,5,23-Feb-25,Day - 7:00am-7:00pm,J. Pezzente,TOA2-4 - Crew 1,12,5.0,TOA2-4,,Marlee Av,Eglinton Ave W,Viewmount Ave,Collector,Tractor w/blower,110,,"E,W",2.074,Keelesdale,
,TEY,"9, 12",23-Feb-25,Night - 7:00pm-7:00am,M. Pokrajac ,TOA2-4 - Crew 1,12,6.0,TOA2-4,,St Clair Ave - EB,Northcliffe Blvd ,Arlington Ave,Arterial,Tractor w/Blower,53,530.0,S,1.01,Transit,
,EY,5,24-Feb-25,Day - 7:00am-7:00pm,J. Pezzente,TOA2-4 - Crew 1,12,5.0,TOA2-4,,Venn Cres,Eglinton Ave W,Blackthorn Ave,Local,Tractor w/Blower,102,,"N,S",0.674,Keelesdale,
,NY,17,28-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),12,5.0,In-House / A2,,10 Elkhorn Dr,Elkhorn Public School,,School,FEL w/Claw,3,30.0,,0.01,Transit,
,NY,17,28-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),,,In-House / A2,,3205 Bayview Ave,Blessed Trinity Catholic School,,School,FEL w/Claw,1,10.0,,0.01,Transit,
,NY,17,28-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),,,In-House / A2,,7 Snowcrest Ave,Lester B Pearson Elementary School,,School,FEL w/Claw,2,20.0,,0.01,Transit,
,NY,17,28-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),,,In-House / A2,,110 Pineway Blvd,"Pineway Public School,Pineway Park",,School,FEL w/Claw,1,10.0,,0.01,Transit,
,NY,17,28-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),,,In-House / A2,,100 Ravel Rd,St Leonard Adult Education Centre,,School,FEL w/Claw,2,20.0,,0.01,Transit,
,NY,17,28-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),,,In-House / A2,,105 Bestview Dr,Steelesview Public School,,School,FEL w/Claw,2,20.0,,0.01,Transit,
,NY,17,28-Feb-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),,,In-House / A2,,5900 Leslie St,Zion Heights Middle School,,School,FEL w/Claw,2,20.0,,0.01,Transit,
,NY,16,1-Mar-25,Day - 6:30am-6:30pm,S. Soria,SS Crew 1 (7),12,6.0,In-House / A2,,Torryburn Pl,END,END,Cul-de-sac ,FEL w/Claw,3,30.0,Both,0.039,Transit,
,NY,16,1-Mar-25,Day - 6:30am-6:30pm,S. Soria,SS Crew 1 (7),,,In-House / A2,,Merredin Pl,END,END,Cul-de-sac ,FEL w/Claw,3,30.0,Both,0.046,Transit,
,NY,16,1-Mar-25,Day - 6:30am-6:30pm,S. Soria,SS Crew 1 (7),,,In-House / A2,,Cassidy Pl,END,END,Cul-de-sac ,FEL w/Blower,0,0.0,Both,0.048,Transit,
,NY,16,1-Mar-25,Day - 6:30am-6:30pm,S. Soria,SS Crew 1 (7),,,In-House / A2,,Rainham Pl,END,END,Cul-de-sac ,FEL w/Blower,0,0.0,Both,0.051,Transit,
,NY,16,1-Mar-25,Day - 6:30am-6:30pm,S. Soria,SS Crew 1 (7),,,In-House / A2,,Langbourne Pl,END,END,Cul-de-sac ,FEL w/Blower,0,0.0,Both,0.066,Transit,
,NY,16,1-Mar-25,Day - 6:30am-6:30pm,S. Soria,SS Crew 1 (7),,,In-House / A2,,Mellanby Pl,END,END,Cul-de-sac ,FEL w/Blower,0,0.0,Both,0.05,Transit,
,NY,16,1-Mar-25,Day - 6:30am-6:30pm,S. Soria,SS Crew 1 (7),,,In-House / A2,,Camelot Crt,END,END,Cul-de-sac ,FEL w/Blower,0,0.0,Both,0.01,Transit,
,NY,16,1-Mar-25,Day - 6:30am-6:30pm,S. Soria,SS Crew 1 (7),,,In-House / A2,,Tadcaster Pl,END,END,Cul-de-sac ,FEL w/Blower,0,0.0,Both,0.045,Transit,
,NY,16,1-Mar-25,Day - 6:30am-6:30pm,S. Soria,SS Crew 1 (7),,,In-House / A2,,Shadwell Pl,END,END,Cul-de-sac ,FEL w/Claw,3,30.0,Both,0.045,Transit,
,NY,16,1-Mar-25,Day - 6:30am-6:30pm,S. Soria,SS Crew 1 (7),,,In-House / A2,,Bradgate Rd,END,END,Cul-de-sac ,FEL w/Claw,3,30.0,Both,0.04,Transit,
,NY,16,1-Mar-25,Day - 6:30am-6:30pm,S. Soria,SS Crew 1 (7),,,In-House / A2,,Sandalwood Pl,END,END,Cul-de-sac ,FEL w/Claw,3,30.0,Both,0.042,Transit,
,NY,16,1-Mar-25,Day - 6:30am-6:30pm,S. Soria,SS Crew 1 (7),,,In-House / A2,,Fordham Pl,END,END,Cul-de-sac ,FEL w/Blower,0,0.0,Both,0.052,Transit,
,NY,16,1-Mar-25,Day - 6:30am-6:30pm,S. Soria,SS Crew 1 (7),,,In-House / A2,,Canfield Pl,END,END,Cul-de-sac ,FEL w/Blower,0,0.0,Both,0.051,Transit,
,NY,16,1-Mar-25,Day - 6:30am-6:30pm,S. Soria,SS Crew 1 (7),,,In-House / A2,,Overton Pl,END,END,Cul-de-sac ,FEL w/Blower,0,0.0,Both,0.057,Transit,
,NY,16,1-Mar-25,Day - 6:30am-6:30pm,S. Soria,SS Crew 1 (7),,,In-House / A2,,Wilson Avenue (ONE Sides PARKING),Tippett,Champlain Bl,Arterial,FEL w/Claw,4,40.0,S,0.215,Transit,
,NY,16,1-Mar-25,Day - 6:30am-6:30pm,S. Soria,SS Crew 1 (7),,,In-House / A2,,Sheppard Ave - WB,Yonge St,Beecroft Rd,Arterial,FEL w/Claw,2,20.0,N,0.161,Transit,
,NY,17,1-Mar-25,Day - 6:30am-6:30pm,P. Grande,PG Crew 1,9,16.0,In-House / A2,,Esther Shiner Blvd - EB,Old Leslie St,Leslie St,Road,FEL w/Blower,1,10.0,S/ Side,0.133,Transit,
,NY,17,1-Mar-25,Day - 6:30am-6:30pm,P. Grande,PG Crew 1,,,In-House / A2,,Leslie St - NB,Hwy 401,Sheppard Ave,Road,FEL w/Blower,8,80.0,E/ Side,0.445,Transit,
,NY,17,1-Mar-25,Day - 6:30am-6:30pm,P. Grande,PG Crew 1,,,In-House / A2,,Don Mills Rd - SB,Sheppard Ave,Havenbrook Blvd,Road,FEL w/Blower,28,280.0,W/ Side,0.623,Transit,
,NY,17,1-Mar-25,Day - 6:30am-6:30pm,P. Grande,PG Crew 1,,,In-House / A2,,Don Mills Rd - NB,Havenbrook Blvd,Finch Ave,Road,FEL w/Blower,35,350.0,E/ Side,0.623,Transit,
,NY,8,1-Mar-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 1 (7),12,5.0,In-House / A2,,Duplex Ave,St Clements Ave,Lawrence Ave,Arterial,FEL w/Blower,10,100.0,Both Sides,2.76,Transit,
,NY,8,1-Mar-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 1 (7),,,In-House / A2,,Albertus Ave - EB,Duplex Ave ,Yonge St,Local,FEL w/Blower,2,20.0,South side,0.146,Transit,
,NY,8,1-Mar-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 1 (7),,,In-House / A2,,Craighurst Ave - WB,Duplex Ave ,Yonge St,Local,FEL w/Blower,3,30.0,North side,0.169,Transit,
,NY,8,1-Mar-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 1 (7),,,In-House / A2,,Alexandra Blvd - WB,Duplex Ave ,Yonge St,Local,FEL w/Blower,3,30.0,Noth side,0.196,Transit,
,NY,17,1-Mar-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),12,5.0,In-House / A2,,46 Cresthaven Dr,Cresthaven Public School,,School,FEL w/Claw,1,10.0,,0.01,Transit,
,NY,17,1-Mar-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),,,In-House / A2,,140 Cliffwood Rd,Cliffwood Public School,,School,FEL w/Claw,2,20.0,,0.01,Transit,
,NY,17,1-Mar-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),,,In-House / A2,,55 Freshmeadow Dr,Arbor Glen Public School,,School,FEL w/Claw,1,10.0,,0.01,Transit,
,NY,17,1-Mar-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),,,In-House / A2,,245 McNicoll Ave,Hillmount Public School,,School,FEL w/Claw,1,10.0,,0.01,Transit,
,NY,17,1-Mar-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),,,In-House / A2,,390 Cherokee Blvd,Cherokee Public School,,School,FEL w/Claw,2,20.0,,0.01,Transit,
,NY,17,1-Mar-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),,,In-House / A2,,150 Cherokee Blvd,Ernest Public School,,School,FEL w/Claw,1,10.0,,0.01,Transit,
,NY,17,1-Mar-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),,,In-House / A2,,200 Old Sheppard Ave,St. Gerald Catholic School,,School,FEL w/Claw,2,20.0,,0.01,Transit,
,NY,17,1-Mar-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),,,In-House / A2,,25 Muirhead Rd,Muirhead Public School,,School,FEL w/Claw,1,10.0,,0.01,Transit,
,NY,17,1-Mar-25,Day - 6:30am-6:30pm,J. Greco,JG Crew 2 (7),,,In-House / A2,,95 Brian Dr,Brian Public School,,School,FEL w/Claw,1,10.0,,0.01,Transit,
,NY,17,2-Mar-25,Day - 6:30am-6:30pm,P. Grande,PG Crew 1,9,16.0,In-House / A2,,Don Mills Rd - NB,Leith Hill Rd,Premier Davis Blvd,Arterial,FEL w/Blower,26,260.0,E Side,0.401,Transit,
,NY,17,2-Mar-25,Day - 6:30am-6:30pm,P. Grande,PG Crew 1,,,In-House / A2,,Don Mills Rd - SB,Premier Davis Blvd,Finch Ave,Arterial,FEL w/Blower,10,100.0,W Side,0.401,Transit,
,NY,17,2-Mar-25,Day - 6:30am-6:30pm,P. Grande,PG Crew 1,,,In-House / A2,,Sheppard Ave,Don Mills Rd,Shaugnessy Blvd,Arterial,FEL w/Blower,10,100.0,N/ Side,0.496,Transit,
,NY,"8, 15",2-Mar-25,Day - 6:30am-6:30pm,S. Soria,SS Crew 1 (7),12,6.0,In-House / A2,,Yonge St,York Mills Rd,Lord Seaton Rd,Arterial,FEL w/Blower,4,40.0,Both,1.84,Transit,
,NY,16,2-Mar-25,Day - 6:30am-6:30pm,S. Soria,SS Crew 1 (7),,,In-House / A2,,Torryburn Pl,Southwell Dr,W End,Local,FEL w/Claw,3,30.0,Both,0.168,Transit,
,NY,16,2-Mar-25,Day - 6:30am-6:30pm,S. Soria,SS Crew 1 (7),,,In-House / A2,,Merredin Pl,Ballyronan Rd,W End,Local,FEL w/Claw,3,30.0,Both,0.18,Transit,
,NY,16,2-Mar-25,Day - 6:30am-6:30pm,S. Soria,SS Crew 1 (7),,,In-House / A2,,Cassidy Pl,Lawrence Ave E,W End,Local,FEL w/Blower,3,30.0,Both,0.202,Transit,
,NY,16,2-Mar-25,Day - 6:30am-6:30pm,S. Soria,SS Crew 1 (7),,,In-House / A2,,Rainham Pl,Tremont Cres,E End,Local,FEL w/Blower,3,30.0,Both,0.07,Transit,
